"","release","book","chapter","page","chapter_num","page_num"
"611","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",7,4
"612","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.5 Error Leftover From the Group Model",7,5
"613","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.6 Graphing Residuals From the Model",7,6
"614","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7
"615","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8
"616","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9
"617","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10
"618","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",8,1
"619","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",8,2
"620","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.3 Comparing the Fit of the Two- and Three-Group Models",8,3
"621","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4
"622","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.5 Modeling the DGP",8,5
"623","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.6 Using Shuffle to Compare Models of the DGP",8,6
"624","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",8,7
"625","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.8 Chapter 8 Review Questions",8,8
"626","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",9,1
"627","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",9,2
"628","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.3 Interpreting the Parameter Estimates for a Regression Model",9,3
"629","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.4 Comparing Regression Models to Group Models",9,4
"630","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",9,5
"631","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",9,6
"632","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",9,7
"633","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8
"634","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9
"635","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10
"636","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1
"637","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2
"638","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3
"639","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4
"640","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5
"641","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6
"642","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.7 Hypothesis Testing for Regression Models",10,7
"643","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1
"644","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2
"645","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3
"646","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4
"647","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5
"648","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6
"649","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7
"650","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8
"651","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1
"652","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2
"653","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3
"654","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4
"655","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5
"656","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6
"657","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"658","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11
"659","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.11 Research Design",4,11
"660","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12
"661","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13
"662","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14
"663","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"664","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"665","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11
"666","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12
"667","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11
"668","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.12 Next Up: Explaining Error",6,12
"669","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.13 Chapter 6 Review Questions",6,13
"670","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14
"671","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11
"672","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11
"673","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12
"674","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13
"675","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.1 Models with Two Explanatory Variables",13,1
"676","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.2 Visualizing Price = Home Size + Neighborhood",13,2
"677","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.3 Specifying and Fitting a Multivariate Model",13,3
"678","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.4 Interpreting the Parameter Estimates for a Multivariate Model",13,4
"679","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.5 Predictions from the Multivariate Model",13,5
"680","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.6 Using Residuals and Sums of Squares to Measure Error Around the Multivariate Model",13,6
"681","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.7 Using Venn Diagrams to Conceptualize Sums of Squares, PRE, and F",13,7
"682","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.8 The Logic of Inference with the Multivariate Model",13,8
"683","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.9 Using the Sampling Distribution of F",13,9
"684","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.1 Targeted Model Comparisons",14,1
"685","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.2 Sums of Squares for Targeted Model Comparisons",14,2
"686","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.3 PRE and F for Targeted Model Comparisons",14,3
"687","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.4 Inference for Targeted Model Comparisons",14,4
"688","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.5 Using `shuffle()` for Targeted Model Comparisons (Part 1)",14,5
"689","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.6 Using `shuffle()` for Targeted Model Comparisons (Part 2)",14,6
"690","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.7 Deciding Which Predictors to Include in a Model",14,7
"691","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.8 Models with Multiple Categorical Predictors",14,8
"692","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.9 Error and Inference from Models with Multiple Categorical Predictors",14,9
"693","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.10 Models with Multiple Quantitative Predictors",14,10
"694","v5.0-exp2","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.11 Error and Inference from Models with Multiple Quantitative Predictors",14,11
"695","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.1 Welcome to Statistics",1,1
"696","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.2 What is Understanding?",1,2
"697","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3
"698","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4
"699","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5
"700","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6
"701","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7
"702","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1
"703","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2
"704","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3
"705","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.4 Measurement",2,4
"706","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5
"707","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6
"708","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7
"709","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8
"710","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.9 Summary",2,9
"711","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10
"712","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1
"713","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2
"714","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3
"715","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4
"716","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5
"717","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6
"718","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7
"719","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8
"720","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9
"721","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10
"722","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",4,1
"723","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2
"724","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3
"725","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4
"726","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5
"727","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.6 Representing Relationships Among Variables",4,6
"728","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.7 Sources of Variation",4,7
"729","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.8 Randomness",4,8
"730","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9
"731","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10
"732","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1
"733","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2
"734","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.3 Median vs. Mean as a Model",5,3
"735","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.4 Exploring the Mean",5,4
"736","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5
"737","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6
"738","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.7 Thinking About Error",5,7
"739","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8
"740","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9
"741","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.10 Summarizing Where We Are",5,10
"742","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",6,1
"743","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.2 The Beauty of Sum of Squares",6,2
"744","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.3 Variance",6,3
"745","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.4 Standard Deviation",6,4
"746","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.5 Z-Scores",6,5
"747","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.6 Interpreting and Using Z-Scores",6,6
"748","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.7 Modeling the Shape of the Error Distribution",6,7
"749","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.8 Modeling Error with the Normal Distribution",6,8
"750","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.9 Using the Normal Model to Make Predictions",6,9
"751","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",6,10
"752","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",7,1
"753","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.2 Using R to Fit the Group Model",7,2
"754","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.3 GLM Notation for the Group Model",7,3
"755","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",7,4
"756","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.5 Error Leftover From the Group Model",7,5
"757","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.6 Graphing Residuals From the Model",7,6
"758","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7
"759","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8
"760","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9
"761","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10
"762","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",8,1
"763","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",8,2
"764","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.3 Comparing the Fit of the Two- and Three-Group Models",8,3
"765","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4
"766","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.5 Modeling the DGP",8,5
"767","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.6 Using Shuffle to Compare Models of the DGP",8,6
"768","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",8,7
"769","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.8 Chapter 8 Review Questions",8,8
"770","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",9,1
"771","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",9,2
"772","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.3 Interpreting the Parameter Estimates for a Regression Model",9,3
"773","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.4 Comparing Regression Models to Group Models",9,4
"774","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",9,5
"775","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",9,6
"776","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",9,7
"777","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8
"778","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9
"779","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10
"780","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1
"781","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2
"782","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3
"783","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4
"784","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5
"785","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6
"786","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.7 Hypothesis Testing for Regression Models",10,7
"787","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1
"788","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2
"789","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3
"790","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4
"791","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5
"792","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6
"793","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7
"794","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8
"795","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1
