"","book","release","chapter","page","variable_name","old_name","order","vector","item_id","lrn_question_reference","lrn_activity_reference","lrn_question_position","item_type","lrn_type","prompt","lrn_option_0","lrn_option_1","lrn_option_2","lrn_option_3","lrn_option_4","lrn_option_5","lrn_option_6","lrn_option_7","lrn_option_8","lrn_option_9","lrn_option_10","lrn_option_11"
"1269",NA,"v5.3","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model","cost_pulse6",NA,4,TRUE,"Pulse_b2","71fb02f1-c5e0-427b-bf3d-32d47705faaa","120f92e5-2feb-4a48-be50-8bd72d13ef49",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1270",NA,"v5.3","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation","exp_pulse7",NA,1,TRUE,"Pulse_b3","f73b3eaf-4746-4400-9958-bd3f97869fce","63ecdc6a-a7b2-4f63-8f3d-bbff0df3e0f5",NA,"learnosity","","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1271",NA,"v5.3","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation","uv_pulse7",NA,2,TRUE,"Pulse_b3","f73b3eaf-4746-4400-9958-bd3f97869fce","63ecdc6a-a7b2-4f63-8f3d-bbff0df3e0f5",NA,"learnosity","","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1272",NA,"v5.3","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation","iv_pulse7",NA,3,TRUE,"Pulse_b3","f73b3eaf-4746-4400-9958-bd3f97869fce","63ecdc6a-a7b2-4f63-8f3d-bbff0df3e0f5",NA,"learnosity","","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1273",NA,"v5.3","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation","cost_pulse7",NA,4,TRUE,"Pulse_b3","f73b3eaf-4746-4400-9958-bd3f97869fce","63ecdc6a-a7b2-4f63-8f3d-bbff0df3e0f5",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1274",NA,"v5.3","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","exp_pulse8",NA,1,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1275",NA,"v5.3","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","uv_pulse8",NA,2,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1276",NA,"v5.3","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","iv_pulse8",NA,3,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1277",NA,"v5.3","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","cost_pulse8",NA,4,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1278",NA,"v5.3","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","exp_pulse9",NA,1,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1279",NA,"v5.3","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","uv_pulse9",NA,2,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1280",NA,"v5.3","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","iv_pulse9",NA,3,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1281",NA,"v5.3","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","cost_pulse9",NA,4,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1282",NA,"v5.3","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","exp_pulse10",NA,1,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1283",NA,"v5.3","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","uv_pulse10",NA,2,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1284",NA,"v5.3","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","iv_pulse10",NA,3,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1285",NA,"v5.3","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","cost_pulse10",NA,4,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1286",NA,"v5.3","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","exp_pulse11",NA,1,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1287",NA,"v5.3","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","uv_pulse11",NA,2,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1288",NA,"v5.3","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","iv_pulse11",NA,3,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1289",NA,"v5.3","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","cost_pulse11",NA,4,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1290",NA,"v5.3","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","exp_pulse12",NA,1,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1291",NA,"v5.3","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","uv_pulse12",NA,2,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1292",NA,"v5.3","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","iv_pulse12",NA,3,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1293",NA,"v5.3","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","cost_pulse12",NA,4,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1294",NA,"v5.3","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","anx_ma_2",NA,1,FALSE,"Mid1_Conf_Conc","de28779e-8bad-4951-8712-548f86191cf9","Mid1_Survey_1222",3,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	
","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1295",NA,"v5.3","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","conf_2",NA,1,FALSE,"Mid1_Conf_Conc","689f9260-528a-421f-80b9-90227e901d44","Mid1_Survey_1222",2,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"1296",NA,"v5.3","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","anx_ma_3",NA,1,FALSE,"Mid2_Conf_Conc","f9afdaf8-e7a9-48d9-b1ae-b7717b72e075","Mid2_Survey_1222",3,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	
","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1297",NA,"v5.3","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","conf_3",NA,1,FALSE,"Mid2_Conf_Conc","bb94cf81-2437-460e-bf34-1ef2ec6ff67c","Mid2_Survey_1222",2,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"1298",NA,"v5.3","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","anx_ma_4",NA,1,FALSE,"Post_Conf_Conc","e50c5eeb-425f-4e57-a94a-9c19c8738be1","Post_Survey_1222",5,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1299",NA,"v5.3","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","conf_4",NA,1,FALSE,"Post_Conf_Conc","b2446ac2-9bb3-4b3f-b3b2-ac5532e56d87","Post_Survey_1222",4,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"1300",NA,"v5.3","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","obst_4",NA,1,FALSE,"Post_Conf_Conc","bd80817d-eacd-46e5-b3e3-de797481aa54","Post_Survey_1222",6,"learnosity-activity","plaintext","What, if anything, made it hard to succeed in this class?","","","","","","","","","",NA,NA,NA
"1301",NA,"v5.3","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","advice",NA,1,FALSE,"Post_Int_Bel_GO_Att","8bf842ac-6572-4448-820d-62e0b1ba7531","Post_Survey_1222",8,"learnosity-activity","plaintext","What advice would you give to future students who want to do well in this course?","","","","","","","","","",NA,NA,NA
"1302",NA,"v5.3","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","sent_pro_4",NA,1,FALSE,"Post_R","fe0dabb2-1bcd-414b-b30a-4a7c60ec4da8","Post_Survey_1222",2,"learnosity-activity","choicematrix","In this class, you used R to analyze data. How do you feel about this now?","Strongly negative","Negative","Somewhat negative	","Somewhat positive	","Positive","Strongly Positive","","","",NA,NA,NA
"1303",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","cs_prep",NA,1,FALSE,"Pre_CollegeOnly_v3","3b14f6db-8592-4748-82fa-99cdaf6d138d","Pre_Survey_1222",26,"learnosity-activity","mcq","Have you had experience with computer programming before?","No","Not a formal course, but I have tried programming on my own","Yes, I have used computer programming in a non-programming course","Yes, I have taken a computer programming class.","","","","","",NA,NA,NA
"1304",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","edstatus",NA,1,FALSE,"Pre_CollegeOnly_v3","b533cd94-fda0-4125-92fb-61dc1976e064","Pre_Survey_1222",19,"learnosity-activity","mcq","Which of the following describes you?","I am a student at a community college.","I am a student at a four-year college/university and transferred from a community college.","I am a student at a four-year college/university and began here as a freshman.","None of the above","","","","","",NA,NA,NA
"1305",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","finances",NA,1,FALSE,"Pre_CollegeOnly_v3","cbe2ff86-570d-4cb0-96dc-50214c93390a","Pre_Survey_1222",22,"learnosity-activity","mcq","During the past school year, how much have you been concerned about your finances?","Not at all concerned","Minimally concerned","Somewhat concerned","Moderately concerned","Very concerned","","","","",NA,NA,NA
"1306",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","hs_country",NA,1,FALSE,"Pre_CollegeOnly_v3","7f04a03a-9f9e-4621-b732-636c292f452a","Pre_Survey_1222",21,"learnosity-activity","shorttext","If you did not graduate high school in the U.S., in what country did you graduate high school?","","","","","","","","","",NA,NA,NA
"1307",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","hs_usa",NA,1,FALSE,"Pre_CollegeOnly_v3","d62ca872-9ec2-462a-9dec-e39a1cfb4fcc","Pre_Survey_1222",20,"learnosity-activity","mcq","Did you graduate high school in the U.S.?","Yes","No","","","","","","","",NA,NA,NA
"1308",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_perf",NA,1,FALSE,"Pre_CollegeOnly_v3","4d7a1e15-7a68-4eb8-ad90-3a608eda0ba2","Pre_Survey_1222",25,"learnosity-activity","mcq","How well have you done in mathematics courses you have taken in the past?","Not at all well","Slightly well","Moderately well","Very well","Extremely well","","","","",NA,NA,NA
"1309",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","major",NA,1,FALSE,"Pre_CollegeOnly_v3","2f484a95-6980-48d1-acd7-69e6911bbb8b","Pre_Survey_1222",23,"learnosity-activity","shorttext","What is your major?","","","","","","","","","",NA,NA,NA
"1310",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","anx_ma_1",NA,1,FALSE,"Pre_Conf_Conc","7c927954-ea5a-4902-aed2-f608938278ea","Pre_Survey_1222",5,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1311",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","con_course",NA,1,FALSE,"Pre_Conf_Conc","a0874cf1-777a-492f-8914-bea759c935eb","Pre_Survey_1222",6,"learnosity-activity","plaintext","When I think about this class, I'm concerned that... (write not at all if you so choose)","","","","","","","","","",NA,NA,NA
"1312",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","conf_1",NA,1,FALSE,"Pre_Conf_Conc","3b248561-1ced-41b0-b00d-612f35db0ae4","Pre_Survey_1222",4,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"1313",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","sent_pro_1",NA,1,FALSE,"Pre_R","892b0c40-064a-4083-b5b1-b392ba560903","Pre_Survey_1222",2,"learnosity-activity","choicematrix","In this class, you will use R (a programming language) to analyze data. How do you feel about this","Strongly negative","Negative","Somewhat negative	","Somewhat positive	","Positive","Strongly Positive","","","",NA,NA,NA
"1314",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","age",NA,1,FALSE,"Pre_StudBack1_v2","83ffcc36-7ac6-4cd5-8298-182a5d1ba930","Pre_Survey_1222",14,"learnosity-activity","shorttext","What's your age, in years?","","","","","","","","","",NA,NA,NA
"1315",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","gender",NA,1,FALSE,"Pre_StudBack1_v2","2d31ffac-d03d-42f9-9bcb-c17401e7f5fe","Pre_Survey_1222",9,"learnosity-activity","mcq","What best describes your gender?","Male","Female","Non-binary","Prefer to self-describe","","","","","",NA,NA,NA
"1316",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","gender2",NA,1,FALSE,"Pre_StudBack1_v2","68decb3d-b22a-45de-a0fe-b0ff05cec14f","Pre_Survey_1222",10,"learnosity-activity","plaintext","If you indicated that you prefer to self-describe your gender, how do you describe yourself?","","","","","","","","","",NA,NA,NA
"1317",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","race1",NA,1,FALSE,"Pre_StudBack1_v2","a854c877-ef97-4ae2-a932-be82fc0eae87","Pre_Survey_1222",11,"learnosity-activity","mcq","Which of the following categories describe you? If you'd like to use more than one category or if you'd like to use a category not provided, please select ""prefer to self-describe"" and answer the next question.","American Indian or Alaska Native","Asian or Asian Am.","Black or African Am.","Hispanic, Latino, or Spanish Origin ","Middle Eastern or North African","Native Hawaiian or Pacific Islander","White ","Prefer to self-describe my race, ethnicity, or national origin","",NA,NA,NA
"1318",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","race2",NA,1,FALSE,"Pre_StudBack1_v2","494bd408-3576-4d03-9f75-73a917715312","Pre_Survey_1222",12,"learnosity-activity","plaintext","If you prefer to self-describe your race, identity, or national origin, how do you describe yourself?","","","","","","","","","",NA,NA,NA
"1319",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","year",NA,1,FALSE,"Pre_StudBack1_v2","02250704-c3dc-4fbe-9090-8d6908c01818","Pre_Survey_1222",13,"learnosity-activity","mcq","What's your year in school?","Freshman","Sophomore","Junior","Senior","Other","","","","",NA,NA,NA
"1320",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","edmom",NA,1,FALSE,"Pre_StudBack2_v2","3696e13e-edcd-458a-8d00-6a014665b69a","Pre_Survey_1222",18,"learnosity-activity","mcq","To the best of your knowledge, what is the HIGHEST level of education earned by your mother?","I do not know/uncertain","Elementary or Middle School","Some High School","High School Graduate","Post High School Vocational Training","Some College","Associate's Degree","Bachelor's Degree","Post Graduate Degree (Master's, Doctorate, etc.)",NA,NA,NA
"1321",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","gpa",NA,1,FALSE,"Pre_StudBack2_v2","697c31b7-98f9-413d-b0b3-f442d1ca2280","Pre_Survey_1222",15,"learnosity-activity","shorttext","What is your cumulative GPA at this school, on a four-point scale? For instance, if you have a B average, indicate ""3.0""
If you're new to this school and don't yet have a GPA, indicate ""99""","","","","","","","","","",NA,NA,NA
"1322",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","lang1",NA,1,FALSE,"Pre_StudBack2_v2","ce303121-9521-4025-82c0-9d93461e6f29","Pre_Survey_1222",16,"learnosity-activity","mcq","Is English your most proficient language?","Yes","No","","","","","","","",NA,NA,NA
"1323",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","lang2",NA,1,FALSE,"Pre_StudBack2_v2","315254cf-8d5c-4362-a4f3-54afd351305f","Pre_Survey_1222",17,"learnosity-activity","shorttext","If you indicated that English is not your most proficient language, what is your primary language?","","","","","","","","","",NA,NA,NA
"1324",NA,"v5.3","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution","time",NA,1,FALSE,"Pulse_a3","e3919220-21cc-4b70-bb8a-9cfe0678717c","6388cd42-a06c-4f9e-b90a-8c9f6defa3c0",2,"learnosity","shorttext","What time is it where you are right now?","","","","","","","","","",NA,NA,NA
"1325",NA,"v5.3","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution","timezone",NA,1,FALSE,"Pulse_a3","ccdda3e6-4469-4efb-ac6f-07ade2f97902","6388cd42-a06c-4f9e-b90a-8c9f6defa3c0",3,"learnosity","mcq","Is this typically the time zone you are in as you work your way through this book?","Yes","No","","","","","","","",NA,NA,NA
"1326",NA,"v5.3","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation","exp_pulse13",NA,1,FALSE,"Pulse12","9af3159a-93e8-4517-869a-c36eb9e4826f","e69171cc-41b7-4401-9d75-916df2fbd05a",1,"learnosity","mcq","I am confident in what I have learned in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1327",NA,"v5.3","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation","uv_pulse13",NA,1,FALSE,"Pulse12","65742716-ad89-46a3-b20c-3ae2924538f9","e69171cc-41b7-4401-9d75-916df2fbd05a",2,"learnosity","mcq","I think what I have learned in the previous chapter is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1328",NA,"v5.3","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation","iv_pulse13",NA,1,FALSE,"Pulse12","ddcadbb2-528c-423d-858c-bbcdfc72873e","e69171cc-41b7-4401-9d75-916df2fbd05a",3,"learnosity","mcq","I think the previous chapter was interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1329",NA,"v5.3","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation","cost_pulse13",NA,1,FALSE,"Pulse12","5609cf56-c18e-480a-a9d1-d1aacc451115","e69171cc-41b7-4401-9d75-916df2fbd05a",4,"learnosity","mcq","I was unable to put in the time needed to do well in the previous chapter.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1330",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_prep_ap_calc_hs",NA,1,TRUE,"Pre_CollegeOnly_v3","eb6fe3cf-0715-4b19-be06-12aeb54a2e5a","Pre_Survey_1222",18,"learnosity-activity","mcq","Which of the following courses have you successfully completed? (Check all that apply)","AP Calculus in high school","","","","","","","","",NA,NA,NA
"1331",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_prep_ap_calc_college",NA,2,TRUE,"Pre_CollegeOnly_v3","eb6fe3cf-0715-4b19-be06-12aeb54a2e5a","Pre_Survey_1222",18,"learnosity-activity","mcq","Which of the following courses have you successfully completed? (Check all that apply)","","Calculus in college","","","","","","","",NA,NA,NA
"1332",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_prep_ap_stats_hs",NA,3,TRUE,"Pre_CollegeOnly_v3","eb6fe3cf-0715-4b19-be06-12aeb54a2e5a","Pre_Survey_1222",18,"learnosity-activity","mcq","Which of the following courses have you successfully completed? (Check all that apply)","","","AP Statistics in high school","","","","","","",NA,NA,NA
"1333",NA,"v5.3","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_prep_diff_stats_course",NA,4,TRUE,"Pre_CollegeOnly_v3","eb6fe3cf-0715-4b19-be06-12aeb54a2e5a","Pre_Survey_1222",18,"learnosity-activity","mcq","Which of the following courses have you successfully completed? (Check all that apply)","","","","A different statistics course (besides this one) in college","","","","","",NA,NA,NA
"1334",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","exp1_1",NA,1,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","I am confident I can learn the material in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1335",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","exp2_1",NA,2,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","I expect to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1336",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","uv_f1_1",NA,3,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","What I'm going to learn in this class will be useful in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"1337",NA,"v5.4","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","uv_d1_1",NA,4,TRUE,"Pre_EVC","3cb11c42-79d2-4d66-9b1f-c7414088fb70","Pre_Survey_1223",NA,"learnosity-activity","","What I'm going to learn in this class will be relevant to my everyday life.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
